status,duration,credit_history,purpose,amount,savings,installment_rate,other_debtors,property,age,other_installment_plans,housing,number_credits,job,people_liable,default
1,27,1,5,2520,2,1,3,2,23,2,3,2,4,1,1
1,30,2,5,1919,1,1,3,3,30,3,3,2,1,1,1
1,60,4,1,14782,1,2,3,3,60,1,2,2,1,1,1
1,36,0,5,2671,1,1,1,3,50,2,2,1,2,1,1
1,36,0,8,12612,1,4,3,3,47,2,2,1,2,2,1
1,45,0,5,3031,1,1,2,2,21,2,1,1,2,1,1
0,12,4,5,626,0,1,3,4,24,1,3,1,4,1,1
1,24,1,9,1935,0,1,3,4,31,2,3,2,2,1,1
2,24,1,6,1344,4,1,3,4,37,1,3,2,4,2,1
3,18,0,3,1533,0,1,1,2,43,2,3,1,4,2,1
0,48,0,6,3931,0,1,3,3,46,2,2,1,2,2,1
0,24,4,3,3349,2,1,3,3,30,2,2,1,2,2,1
0,36,0,5,2302,0,1,3,1,31,2,1,1,2,1,1
0,42,0,5,3965,0,1,3,1,34,2,3,1,2,1,1
0,12,0,5,727,1,1,3,3,33,2,3,1,4,1,1
3,48,0,9,3914,4,1,3,4,38,1,3,1,2,1,1
0,48,0,9,4308,0,2,3,2,24,2,1,1,2,1,1
1,12,0,5,1534,0,4,3,4,23,2,1,1,2,1,1
3,18,1,6,2775,0,3,3,2,31,1,3,2,2,1,1
0,40,1,8,5998,0,1,3,3,27,1,3,1,2,1,1
2,15,1,5,1271,4,2,3,3,39,2,2,2,2,1,1
1,12,0,6,1295,0,2,3,1,25,2,1,1,2,1,1
1,36,0,2,9398,0,4,3,1,28,2,1,1,1,1,1
1,12,0,3,951,1,1,3,1,27,1,1,4,2,1,1
1,24,0,6,1355,0,2,3,1,25,2,3,1,4,1,1
0,48,0,7,3051,0,2,3,1,54,2,3,1,2,1,1
3,36,1,6,7855,0,1,3,4,25,3,3,2,2,1,1
3,18,0,5,433,0,2,1,4,22,2,1,1,2,1,1
3,36,2,9,9572,0,4,3,1,28,2,3,2,2,1,1
1,24,4,8,1837,0,1,3,3,34,1,2,1,4,1,1
1,30,1,6,4249,0,1,3,1,28,2,3,2,1,1,1
1,30,1,6,5234,0,1,3,1,28,2,3,2,1,1,1
0,48,0,5,6758,0,2,3,1,31,2,3,1,2,1,1
0,9,0,5,1366,0,2,3,2,22,2,1,1,2,1,1
0,24,4,1,1358,4,1,3,1,40,3,3,1,1,1,1
0,18,0,3,2473,0,1,3,1,25,2,3,1,3,1,1
2,9,3,5,1337,0,1,3,1,34,2,3,2,1,1,1
0,48,0,6,7763,0,1,3,3,42,1,2,1,1,1,1
1,15,4,6,1264,1,3,3,2,25,2,1,1,2,1,1
1,15,0,6,2631,1,3,3,1,28,2,1,2,2,1,1
1,48,0,6,6560,1,2,3,2,24,2,3,1,2,1,1
0,24,0,6,3123,0,1,3,2,27,2,3,1,2,1,1
0,36,1,8,8065,0,2,3,3,25,2,3,2,1,1,1
0,24,0,5,2439,0,1,3,4,35,2,3,1,2,1,1
1,36,0,3,9034,1,1,1,3,29,2,1,1,1,1,1
1,60,0,6,14027,0,1,3,3,27,2,3,1,1,1,1
0,36,1,2,9629,0,1,3,1,24,2,3,2,2,1,1
1,12,0,5,1484,4,3,3,4,25,2,3,1,2,1,1
0,18,0,3,1131,0,1,3,1,33,2,3,1,2,1,1
1,24,2,3,2064,0,2,3,2,34,2,3,1,1,1,1
1,18,0,2,12976,0,2,3,3,38,2,2,1,1,1,1
3,21,2,9,2580,2,1,3,4,41,1,3,1,4,2,1
3,27,0,6,2570,0,2,3,4,21,2,1,1,2,1,1
1,27,0,9,3915,0,1,3,1,36,2,3,1,2,2,1
3,10,0,6,1309,4,1,2,2,27,2,3,1,4,1,1
0,24,0,6,4817,0,3,1,2,31,2,3,1,2,1,1
0,12,0,6,2579,0,1,3,4,33,2,3,1,4,2,1
1,36,2,6,2225,0,1,3,3,57,1,2,2,2,1,1
0,18,0,3,4153,0,3,1,1,42,2,3,1,2,1,1
0,18,3,3,3114,0,4,3,2,26,2,1,1,2,1,1
0,18,1,3,2124,0,1,3,4,24,2,1,2,2,1,1
0,18,4,3,1553,0,1,3,1,44,1,3,1,2,1,1
0,30,0,3,2406,0,1,3,4,23,2,1,1,2,1,1
0,24,2,6,1333,0,1,3,4,43,2,2,2,2,2,1
0,48,3,3,7119,0,2,3,3,53,2,2,2,2,2,1
0,24,2,6,4870,0,2,3,3,53,2,2,2,2,2,1
0,12,1,6,691,0,1,3,2,35,2,3,2,2,1,1
0,42,2,5,4370,0,2,3,2,26,1,3,2,2,2,1
0,36,4,3,2746,0,1,3,1,31,1,3,1,2,1,1
0,24,3,3,4110,0,2,3,3,23,1,1,2,2,2,1
0,18,0,3,2462,0,3,3,1,22,2,3,1,2,1,1
0,12,0,3,1282,0,3,3,1,20,2,1,1,2,1,1
1,12,3,3,2969,0,1,3,2,25,2,1,2,2,1,1
0,48,3,2,4605,0,2,3,3,24,2,2,2,2,2,1
0,48,1,2,6331,0,1,3,3,46,2,2,2,2,1,1
0,24,4,3,3552,0,2,3,1,27,1,3,1,2,1,1
0,12,4,6,697,0,1,3,1,46,1,3,2,2,1,1
0,24,0,6,1442,0,1,3,1,23,2,1,2,2,1,1
0,27,3,9,5293,0,3,3,2,50,2,3,2,2,1,1
0,21,2,8,3414,0,3,3,2,26,3,3,2,2,1,1
0,18,0,3,2039,0,4,3,4,20,2,1,1,2,1,1
0,24,4,9,3161,0,1,3,2,31,1,1,1,2,1,1
0,12,0,10,902,0,1,3,2,21,2,1,1,2,1,1
0,48,0,2,10297,0,1,3,3,39,2,2,3,2,2,1
1,48,3,9,14421,0,3,3,1,25,3,3,1,2,1,1
1,18,1,6,1056,0,2,2,4,30,2,3,2,2,1,1
0,12,0,6,1274,0,2,3,4,37,1,3,1,4,1,1
1,12,0,6,1223,0,4,3,4,46,2,1,2,2,1,1
0,12,0,6,1372,0,3,3,1,36,2,3,1,2,1,1
0,16,1,6,2625,0,3,2,2,43,2,1,1,2,1,1
0,20,1,6,2235,0,1,2,2,33,1,1,2,2,1,1
1,9,0,3,959,0,4,3,1,29,1,3,1,2,1,1
1,18,1,6,884,0,1,3,1,36,2,3,1,2,2,1
1,24,0,6,1246,0,1,3,4,23,1,3,1,4,1,1
1,36,2,6,8086,1,3,3,1,42,3,3,4,1,1,1
3,48,1,6,10127,2,3,3,3,44,2,2,1,2,1,1
1,12,0,6,888,0,1,3,1,41,1,3,1,4,2,1
3,12,0,8,719,0,1,3,1,41,1,3,1,4,2,1
1,36,0,6,12389,4,4,3,3,37,1,2,1,2,1,1
0,12,0,5,709,0,1,3,4,57,2,3,1,4,1,1
1,15,4,6,6850,1,4,3,2,34,3,3,1,1,2,1
3,10,0,3,2210,0,3,3,4,25,2,1,1,4,1,1
3,30,4,2,7485,4,1,3,4,53,1,3,1,1,1,1
0,18,4,6,1442,0,1,3,3,32,1,2,2,4,2,1
3,12,1,5,797,4,1,3,2,33,2,3,1,4,2,1
1,45,1,5,4746,0,1,3,2,24,1,3,2,4,1,1
2,12,1,6,939,2,1,3,4,28,2,3,3,2,1,1
1,21,0,9,1188,0,3,3,2,39,2,3,1,2,2,1
3,48,1,2,11590,1,3,3,1,24,2,1,2,4,1,1
2,12,4,9,609,0,1,3,4,26,1,3,1,3,1,1
0,18,1,4,1190,0,3,3,3,55,2,2,3,3,2,1
1,21,0,9,2767,1,1,3,1,61,2,1,2,4,1,1
1,30,0,3,3441,1,3,1,1,21,1,1,1,2,1,1
1,30,3,9,4280,1,1,3,1,26,2,1,2,4,1,1
1,24,0,5,3092,1,2,3,1,22,2,1,1,2,1,1
3,18,0,6,6761,4,3,3,1,68,3,1,2,2,1,1
1,12,0,5,1331,0,3,3,1,22,2,3,1,2,1,1
1,54,3,9,15945,0,2,3,3,58,2,1,1,2,1,1
0,24,0,3,3234,0,1,3,4,23,2,1,1,4,1,1
1,15,0,5,802,0,1,3,1,37,2,3,1,2,2,1
1,48,0,3,9960,0,4,3,1,26,1,3,1,2,1,1
3,24,2,9,8648,0,3,3,1,27,1,3,2,2,1,1
0,18,0,5,1345,0,1,3,4,26,2,3,1,2,1,1
0,45,0,5,1845,0,1,3,3,23,2,2,1,2,1,1
0,21,4,6,1647,4,1,3,2,40,1,3,2,4,2,1
3,48,0,9,4844,0,2,3,1,33,2,1,1,1,1,1
1,27,3,9,8318,0,3,3,3,42,3,2,2,1,1,1
2,18,0,5,2100,0,1,1,4,37,2,3,1,2,1,1
0,45,3,9,11816,0,3,3,1,29,2,1,2,2,1,1
0,6,0,8,448,0,1,3,2,23,2,3,1,2,1,1
0,30,0,4,11998,0,4,3,3,34,1,3,1,4,1,1
1,48,3,1,18424,0,4,3,2,32,1,3,1,1,1,1
0,6,0,6,14896,0,4,3,3,68,1,3,1,1,1,1
1,12,0,3,2762,4,4,3,2,25,2,3,1,2,1,1
0,12,0,2,3386,0,2,3,3,35,2,2,1,2,1,1
1,24,0,5,2039,0,4,3,2,22,2,3,1,2,1,1
3,18,2,9,2169,0,1,3,1,28,2,3,1,2,1,1
1,48,1,3,5096,0,3,3,1,30,2,3,1,1,1,1
0,18,0,5,1882,0,1,3,1,25,1,1,2,2,1,1
0,48,0,5,6999,0,4,2,4,34,2,3,2,2,1,1
3,12,1,9,2292,0,1,3,1,42,3,3,2,1,1,1
0,14,0,6,8978,0,4,3,2,45,2,3,1,1,1,1
0,12,0,5,674,1,1,3,2,20,2,3,1,2,1,1
0,18,0,6,976,0,4,3,1,23,2,3,1,4,1,1
1,24,0,6,2718,0,2,3,2,20,2,1,1,4,1,1
0,18,0,8,750,0,1,3,4,27,2,3,1,3,1,1
1,24,0,2,12579,0,1,3,3,44,2,2,1,1,1,1
0,18,0,2,7511,4,4,3,2,51,2,2,1,2,2,1
0,18,1,6,3966,0,4,3,4,33,1,1,3,2,1,1
0,12,3,5,6199,0,1,3,2,28,2,1,2,2,1,1
0,24,0,5,1987,0,3,3,4,21,2,1,1,4,2,1
0,24,0,6,2303,0,1,1,4,45,2,3,1,2,1,1
3,21,1,6,12680,4,1,3,3,30,2,2,1,1,1,1
1,12,0,5,6468,4,3,3,3,52,2,3,1,1,1,1
0,30,0,3,6350,4,1,3,2,31,2,3,1,2,1,1
