Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CarInsurance,CallLengthMin
40,management,married,tertiary,0,8902,1,0,cellular,14,aug,5,-1,0,unknown,0,7.73333333333333
23,student,single,secondary,0,1809,0,0,cellular,8,jul,2,-1,0,unknown,1,6.9
60,retired,divorced,primary,0,685,0,1,telephone,21,jul,1,-1,0,unknown,0,1.48333333333333
29,technician,single,secondary,0,-2,1,1,cellular,18,may,5,-1,0,unknown,0,0.15
80,retired,married,secondary,0,668,0,0,telephone,8,jul,1,371,1,success,1,4.16666666666667
36,self-employed,divorced,secondary,0,-38,1,0,cellular,18,nov,2,-1,0,unknown,0,4.06666666666667
38,technician,married,secondary,1,0,0,1,cellular,31,jul,28,-1,0,unknown,0,0.733333333333333
45,blue-collar,married,primary,1,153,0,1,cellular,18,jul,9,-1,0,unknown,0,11.7666666666667
25,entrepreneur,single,tertiary,0,140,1,0,cellular,7,may,1,-1,0,unknown,0,5.8
60,retired,married,primary,0,172,0,0,cellular,11,aug,4,-1,0,unknown,0,4.11666666666667
49,technician,married,unknown,0,323,1,0,cellular,18,nov,2,-1,0,unknown,0,0.683333333333333
33,blue-collar,single,secondary,0,228,0,0,telephone,5,may,1,89,4,failure,0,1.83333333333333
46,technician,married,secondary,0,940,0,0,cellular,5,aug,2,-1,0,unknown,1,20.45
36,admin.,divorced,tertiary,0,4708,0,0,cellular,3,dec,1,171,1,failure,1,4.73333333333333
18,student,single,unknown,0,108,0,0,cellular,8,sep,1,-1,0,unknown,1,2.81666666666667
31,blue-collar,divorced,secondary,0,-306,0,0,unknown,3,jun,2,-1,0,unknown,0,2.28333333333333
56,housemaid,divorced,secondary,0,977,0,0,cellular,7,jul,1,-1,0,unknown,0,20
48,management,married,secondary,0,2892,0,0,cellular,7,jul,1,385,1,success,1,6.78333333333333
20,student,single,unknown,0,829,0,0,cellular,27,jan,3,202,2,success,1,3.26666666666667
31,management,single,tertiary,0,924,0,0,cellular,27,feb,1,-1,0,unknown,1,2.86666666666667
32,management,married,tertiary,0,2737,1,1,cellular,21,nov,4,182,1,failure,0,0.733333333333333
42,admin.,married,secondary,0,0,1,0,cellular,8,jul,1,-1,0,unknown,0,16.85
32,services,married,primary,0,228,1,0,cellular,21,jul,6,-1,0,unknown,1,16.95
51,technician,married,tertiary,0,825,0,0,cellular,17,nov,3,-1,0,unknown,1,16.2833333333333
57,management,divorced,tertiary,0,429,1,0,cellular,17,jul,1,-1,0,unknown,0,4.08333333333333
33,services,married,secondary,0,2184,1,0,cellular,20,apr,1,-1,0,unknown,0,2.51666666666667
40,technician,divorced,secondary,0,16,1,0,telephone,12,may,12,347,5,other,0,0.566666666666667
27,admin.,single,secondary,0,3629,0,0,cellular,16,jun,1,-1,0,unknown,0,1.1
49,blue-collar,married,primary,0,-157,1,0,cellular,7,jul,3,-1,0,unknown,1,8.18333333333333
40,blue-collar,married,secondary,0,755,0,0,cellular,17,nov,1,117,1,failure,0,6.8
73,retired,married,primary,0,279,0,0,cellular,28,jan,3,-1,0,unknown,1,6.65
36,blue-collar,married,primary,0,1925,1,0,cellular,20,apr,2,-1,0,unknown,1,15.0666666666667
60,retired,married,primary,0,37,0,0,cellular,18,jun,3,-1,0,unknown,0,12.5666666666667
37,technician,single,secondary,0,884,1,1,cellular,31,jul,2,-1,0,unknown,0,2.13333333333333
35,technician,single,secondary,0,225,1,0,cellular,18,may,5,-1,0,unknown,0,0.116666666666667
30,admin.,married,secondary,0,873,1,0,unknown,29,may,3,-1,0,unknown,1,13.2
41,technician,single,unknown,0,454,1,0,unknown,4,jun,2,-1,0,unknown,0,4.45
58,admin.,divorced,secondary,0,3337,1,0,telephone,8,oct,2,690,3,failure,1,6.15
34,management,married,tertiary,0,3696,0,0,cellular,8,apr,2,160,5,other,1,12.6333333333333
60,admin.,married,secondary,0,106,0,0,cellular,24,feb,1,187,4,success,1,2.28333333333333
37,technician,married,secondary,0,-254,1,1,cellular,6,feb,3,254,2,failure,0,2.01666666666667
34,blue-collar,married,secondary,0,262,0,0,cellular,1,jun,1,-1,0,unknown,1,5.65
40,management,single,tertiary,0,171,0,0,cellular,19,aug,3,-1,0,unknown,0,20.6833333333333
27,services,married,secondary,0,58,1,0,cellular,7,may,1,337,2,other,0,1.88333333333333
52,technician,married,secondary,0,196,1,1,cellular,24,feb,1,273,3,failure,0,1.93333333333333
59,retired,divorced,tertiary,0,381,1,0,unknown,8,may,4,-1,0,unknown,0,7.03333333333333
41,blue-collar,married,secondary,0,59,1,0,unknown,15,may,8,-1,0,unknown,0,1.25
41,management,married,tertiary,0,2885,0,0,cellular,19,nov,1,-1,0,unknown,0,0.666666666666667
37,unemployed,single,tertiary,0,1291,0,0,cellular,5,aug,1,97,2,success,1,2.5
37,blue-collar,single,secondary,0,1120,0,0,unknown,16,jun,3,-1,0,unknown,0,3.11666666666667
33,technician,single,tertiary,0,149,1,0,cellular,19,nov,2,182,1,other,1,7.06666666666667
37,admin.,single,secondary,0,1003,0,0,cellular,9,jul,3,-1,0,unknown,0,4.31666666666667
56,entrepreneur,married,secondary,0,5838,0,0,cellular,2,feb,2,230,2,failure,0,1.93333333333333
31,admin.,married,secondary,0,23,0,0,cellular,14,jul,3,-1,0,unknown,0,1.28333333333333
35,services,married,secondary,0,372,1,0,cellular,17,apr,2,280,1,failure,0,3.36666666666667
26,management,single,tertiary,0,1094,1,0,cellular,8,sep,1,-1,0,unknown,1,2.28333333333333
29,blue-collar,single,secondary,0,314,1,0,cellular,9,apr,1,316,2,other,0,2.68333333333333
31,technician,married,secondary,1,-367,1,0,cellular,18,jul,2,-1,0,unknown,1,7.9
57,services,married,primary,0,2893,0,0,cellular,8,aug,2,-1,0,unknown,0,3.45
27,technician,married,secondary,0,-302,1,0,unknown,12,may,3,-1,0,unknown,0,1.1
28,unemployed,single,primary,0,236,0,0,cellular,4,may,1,87,3,failure,1,3.21666666666667
52,blue-collar,single,primary,0,1837,1,0,cellular,21,nov,1,-1,0,unknown,0,3.61666666666667
42,management,married,tertiary,0,157,1,1,cellular,28,jan,1,-1,0,unknown,0,2.26666666666667
42,management,single,tertiary,0,196,1,0,unknown,12,may,3,-1,0,unknown,0,5.41666666666667
41,services,married,secondary,0,146,1,1,unknown,3,jun,1,-1,0,unknown,0,3.31666666666667
46,management,married,tertiary,0,273,1,0,cellular,10,may,6,53,6,success,1,9.71666666666667
47,blue-collar,married,secondary,0,0,1,1,cellular,19,nov,1,-1,0,unknown,0,3.26666666666667
37,management,single,tertiary,0,411,1,1,cellular,17,nov,1,-1,0,unknown,0,2.36666666666667
51,admin.,single,secondary,0,895,0,0,cellular,23,jul,2,-1,0,unknown,1,10.6333333333333
54,management,married,primary,0,3185,1,1,cellular,7,may,1,-1,0,unknown,0,3.11666666666667
30,unemployed,single,tertiary,0,1159,0,0,telephone,5,jun,1,-1,0,unknown,1,6.1
33,management,married,tertiary,0,2750,0,0,cellular,5,feb,1,-1,0,unknown,0,4.03333333333333
30,admin.,single,secondary,0,1018,1,0,cellular,29,jan,1,-1,0,unknown,0,0.966666666666667
32,admin.,married,secondary,0,0,1,0,cellular,30,jul,5,-1,0,unknown,0,1.18333333333333
54,services,single,secondary,0,0,0,0,cellular,23,sep,1,-1,0,unknown,1,3.48333333333333
39,management,married,tertiary,0,2939,0,0,cellular,15,jan,2,-1,0,unknown,1,5.8
52,blue-collar,married,tertiary,0,297,1,0,unknown,7,may,1,-1,0,unknown,0,0.916666666666667
80,housemaid,married,primary,0,0,0,0,cellular,23,feb,1,189,1,failure,1,10.65
33,technician,single,secondary,0,2583,0,0,cellular,6,feb,1,-1,0,unknown,0,2.15
34,blue-collar,married,secondary,0,8558,1,0,unknown,2,jun,2,-1,0,unknown,0,7.76666666666667
35,admin.,divorced,secondary,0,0,1,0,cellular,7,may,2,-1,0,unknown,0,4.36666666666667
84,retired,divorced,primary,0,639,0,0,telephone,18,may,3,-1,0,unknown,1,5.88333333333333
31,housemaid,married,secondary,0,243,1,0,cellular,23,sep,2,842,1,failure,1,5.08333333333333
59,retired,married,primary,0,-411,0,0,cellular,29,jan,1,-1,0,unknown,0,3.75
39,technician,married,secondary,0,603,0,1,cellular,15,apr,1,-1,0,unknown,1,3.56666666666667
59,self-employed,married,primary,0,671,1,0,cellular,15,may,2,332,3,failure,0,0.95
28,management,single,tertiary,0,9314,0,0,cellular,2,jul,2,-1,0,unknown,1,4.6
47,blue-collar,married,secondary,0,947,0,1,cellular,29,aug,17,-1,0,unknown,0,0.4
34,management,single,tertiary,0,757,0,0,cellular,18,aug,4,-1,0,unknown,0,0.616666666666667
33,technician,married,secondary,0,221,1,0,cellular,13,may,1,355,4,failure,1,11.15
28,blue-collar,married,secondary,0,86,1,1,unknown,15,may,1,-1,0,unknown,0,15.3
72,retired,married,primary,0,763,0,0,cellular,24,apr,2,-1,0,unknown,1,6.4
34,management,divorced,tertiary,0,2240,0,0,cellular,8,sep,2,184,3,success,1,3.66666666666667
35,technician,single,secondary,0,1227,0,0,cellular,18,mar,4,90,6,other,1,9.88333333333333
69,retired,married,unknown,0,426,0,0,telephone,9,dec,1,-1,0,unknown,1,6.58333333333333
63,retired,married,primary,0,48,0,0,cellular,9,jun,1,-1,0,unknown,1,4.18333333333333
27,services,single,secondary,0,-195,1,0,cellular,18,may,1,-1,0,unknown,1,6.51666666666667
29,management,married,tertiary,0,199,1,1,unknown,7,may,4,-1,0,unknown,1,28.15
39,management,married,tertiary,0,271,1,0,cellular,12,aug,1,-1,0,unknown,1,22.4
46,blue-collar,married,secondary,0,-27,1,0,cellular,11,may,1,-1,0,unknown,0,4.23333333333333
41,services,married,secondary,0,33,1,1,unknown,27,may,1,-1,0,unknown,0,1.36666666666667
36,entrepreneur,single,secondary,0,475,0,0,cellular,25,jul,3,-1,0,unknown,0,2.35
49,unknown,single,tertiary,0,2226,0,0,unknown,17,jun,3,-1,0,unknown,0,2.3
43,services,single,secondary,0,848,0,0,unknown,5,jun,2,-1,0,unknown,0,2.8
48,blue-collar,married,primary,0,278,1,0,unknown,5,may,2,-1,0,unknown,0,2.08333333333333
27,technician,single,tertiary,0,401,0,0,cellular,6,aug,3,93,2,success,1,3.63333333333333
26,blue-collar,married,primary,0,-219,1,1,unknown,15,may,5,-1,0,unknown,0,5.18333333333333
38,technician,married,secondary,0,226,1,0,unknown,30,may,3,-1,0,unknown,1,12.7
33,technician,single,secondary,0,2085,0,0,cellular,9,feb,2,-1,0,unknown,1,8.35
29,management,single,tertiary,0,4694,0,0,cellular,15,jun,1,-1,0,unknown,0,3.01666666666667
54,services,divorced,secondary,0,0,0,0,cellular,1,jun,1,81,2,success,1,2.9
49,entrepreneur,married,tertiary,0,313,1,0,cellular,17,nov,2,188,2,failure,0,0.7
35,unemployed,married,secondary,0,330,0,0,cellular,30,jan,4,-1,0,unknown,0,10.75
40,technician,married,secondary,0,1159,0,0,telephone,21,oct,1,-1,0,unknown,0,0.316666666666667
50,admin.,married,secondary,0,4117,0,0,cellular,21,nov,1,-1,0,unknown,1,8.83333333333333
59,housemaid,divorced,primary,1,0,0,1,cellular,25,jul,2,-1,0,unknown,0,22.8
36,unemployed,married,secondary,0,439,1,0,telephone,6,feb,6,-1,0,unknown,0,0.3
41,management,single,tertiary,0,2408,0,0,cellular,29,aug,2,-1,0,unknown,0,2.03333333333333
48,blue-collar,single,primary,0,8990,0,0,telephone,2,feb,2,-1,0,unknown,1,29.8333333333333
25,student,single,secondary,0,2354,0,0,cellular,5,feb,7,-1,0,unknown,1,3.76666666666667
35,technician,married,secondary,0,1577,1,1,cellular,17,nov,1,-1,0,unknown,0,0.883333333333333
39,technician,married,secondary,0,6,1,0,cellular,18,may,3,357,4,failure,0,2.03333333333333
55,technician,single,secondary,0,11,0,0,unknown,20,jun,2,-1,0,unknown,0,0.233333333333333
27,management,single,secondary,0,565,1,0,cellular,18,may,2,346,11,failure,0,2.83333333333333
57,blue-collar,married,primary,0,4073,0,0,unknown,17,jun,3,-1,0,unknown,0,3.21666666666667
28,admin.,single,secondary,0,0,1,1,cellular,18,may,5,-1,0,unknown,1,6.5
35,management,single,tertiary,0,688,0,0,cellular,2,feb,1,-1,0,unknown,0,8.4
54,technician,married,secondary,0,7252,0,0,unknown,23,may,2,-1,0,unknown,0,2.31666666666667
27,technician,single,secondary,0,204,0,0,cellular,28,jul,2,-1,0,unknown,1,7.85
31,technician,married,secondary,0,297,0,0,cellular,19,aug,4,-1,0,unknown,0,9.18333333333333
56,admin.,married,secondary,0,45,0,0,unknown,5,may,1,-1,0,unknown,1,24.45
42,blue-collar,married,primary,0,1673,1,0,cellular,17,apr,3,-1,0,unknown,1,10.6
31,blue-collar,single,unknown,0,813,1,0,unknown,20,jun,18,-1,0,unknown,0,0.266666666666667
56,admin.,married,secondary,0,1270,1,0,cellular,17,nov,2,165,2,other,0,1.33333333333333
45,blue-collar,married,primary,0,101,1,0,unknown,12,may,5,-1,0,unknown,1,7.66666666666667
39,admin.,married,secondary,0,168,0,0,cellular,6,oct,1,-1,0,unknown,0,1.6
32,admin.,married,secondary,0,1785,1,0,cellular,18,nov,2,154,6,other,0,0.85
21,student,single,secondary,0,215,0,0,cellular,24,may,1,89,7,success,1,6.36666666666667
47,management,single,tertiary,0,-295,0,1,cellular,22,jul,2,-1,0,unknown,0,5.55
29,services,single,secondary,0,487,1,1,unknown,9,may,2,-1,0,unknown,0,2.93333333333333
40,technician,married,secondary,0,581,1,0,cellular,8,aug,2,-1,0,unknown,0,4.3
45,management,single,tertiary,0,0,0,0,unknown,12,may,2,-1,0,unknown,0,0.916666666666667
28,technician,single,tertiary,0,-214,1,0,cellular,29,jan,2,262,3,failure,0,3.8
50,management,married,tertiary,0,89,0,0,unknown,20,jun,2,-1,0,unknown,0,0.583333333333333
26,management,single,tertiary,0,362,0,0,cellular,15,sep,1,104,2,success,1,15.4166666666667
31,blue-collar,single,secondary,0,5607,0,0,unknown,20,may,1,-1,0,unknown,0,4.35
33,blue-collar,married,secondary,0,0,1,0,cellular,24,jul,1,-1,0,unknown,0,3.46666666666667
33,services,single,tertiary,0,395,1,0,cellular,23,jul,6,-1,0,unknown,1,22.65
32,technician,married,secondary,0,1214,1,0,cellular,20,apr,1,-1,0,unknown,0,0.883333333333333
35,admin.,single,tertiary,0,5007,1,0,cellular,13,aug,1,112,2,other,0,1.21666666666667
40,blue-collar,married,secondary,0,326,1,1,cellular,7,jul,1,-1,0,unknown,0,1.86666666666667
27,blue-collar,single,secondary,1,-27,0,0,unknown,23,jun,2,-1,0,unknown,1,8.3
30,management,single,tertiary,0,2,1,1,cellular,25,jul,8,-1,0,unknown,1,17.1833333333333
79,retired,married,primary,0,3025,0,0,cellular,11,dec,3,126,3,other,1,2.76666666666667
21,student,single,secondary,0,123,0,0,telephone,12,feb,5,93,2,success,1,6.31666666666667
50,admin.,divorced,secondary,0,175,0,0,cellular,22,jul,3,-1,0,unknown,0,1.86666666666667
44,unknown,married,unknown,0,722,1,0,telephone,22,jul,2,-1,0,unknown,0,4.48333333333333
33,admin.,married,secondary,1,-675,1,0,unknown,28,may,2,-1,0,unknown,0,4.08333333333333
81,retired,married,primary,0,5220,0,0,telephone,13,nov,1,94,2,other,1,2.25
30,unemployed,single,tertiary,0,302,0,0,cellular,11,feb,3,-1,0,unknown,1,8.8
29,self-employed,single,secondary,0,0,0,0,cellular,28,jan,2,-1,0,unknown,0,2.2
39,services,married,secondary,0,2758,0,0,cellular,4,feb,3,-1,0,unknown,1,10.9666666666667
80,retired,married,primary,0,155,0,0,telephone,9,dec,2,-1,0,unknown,1,5.71666666666667
46,management,divorced,tertiary,0,507,1,0,cellular,1,apr,1,-1,0,unknown,1,19.9333333333333
61,admin.,married,secondary,0,4608,0,0,cellular,12,mar,1,-1,0,unknown,1,3.53333333333333
40,services,married,secondary,0,0,1,0,cellular,5,may,1,334,2,failure,0,3.06666666666667
39,admin.,married,secondary,0,46,0,0,unknown,3,jun,2,-1,0,unknown,0,3.11666666666667
62,management,married,tertiary,0,997,0,0,cellular,22,apr,1,304,2,success,1,9.23333333333333
37,admin.,single,secondary,0,245,1,1,unknown,7,may,2,-1,0,unknown,1,12.2
54,entrepreneur,married,secondary,0,0,0,1,cellular,15,jul,4,-1,0,unknown,0,3.48333333333333
70,retired,married,primary,0,3782,0,0,cellular,16,mar,1,-1,0,unknown,0,10.3
34,self-employed,single,tertiary,0,462,0,0,cellular,21,aug,3,-1,0,unknown,1,31.2833333333333
41,technician,married,secondary,0,640,0,0,cellular,28,jul,6,-1,0,unknown,0,2.81666666666667
39,entrepreneur,married,tertiary,0,83,1,0,cellular,11,jul,2,-1,0,unknown,0,3.21666666666667
46,blue-collar,married,primary,0,174,1,1,unknown,8,may,3,-1,0,unknown,0,1.8
59,unemployed,married,primary,0,0,0,0,cellular,30,jan,2,-1,0,unknown,0,50.4166666666667
43,management,married,tertiary,0,13044,0,0,cellular,19,nov,1,93,4,failure,0,3.58333333333333
47,management,married,tertiary,0,2306,0,0,telephone,6,aug,4,-1,0,unknown,1,3.98333333333333
51,technician,single,secondary,0,-463,1,0,cellular,5,may,1,343,3,failure,0,8.26666666666667
57,technician,divorced,secondary,0,3043,0,0,cellular,14,aug,2,-1,0,unknown,1,11.7833333333333
33,blue-collar,married,secondary,0,139,1,1,cellular,18,may,2,291,5,failure,1,12.2
40,management,married,tertiary,0,9221,0,0,cellular,4,aug,1,-1,0,unknown,0,4.2
37,management,married,tertiary,0,2283,0,0,cellular,6,aug,2,92,4,success,1,5.05
55,management,married,tertiary,0,2366,1,1,cellular,30,jul,4,-1,0,unknown,0,1.56666666666667
77,retired,married,tertiary,0,7802,0,0,telephone,4,may,1,92,2,success,1,7.01666666666667
56,services,married,secondary,0,5486,1,0,cellular,30,jul,3,-1,0,unknown,0,4.18333333333333
51,admin.,single,secondary,0,1994,0,0,unknown,18,jun,2,-1,0,unknown,1,12.85
56,blue-collar,married,secondary,0,249,1,0,unknown,29,may,2,-1,0,unknown,1,13.1833333333333
36,entrepreneur,divorced,tertiary,0,776,0,1,cellular,7,jul,3,-1,0,unknown,1,12.0333333333333
40,management,married,tertiary,0,185,0,0,cellular,21,aug,2,-1,0,unknown,0,5.16666666666667
39,technician,married,secondary,0,2983,0,0,cellular,3,dec,1,-1,0,unknown,1,7.86666666666667
34,blue-collar,married,primary,0,1309,1,0,cellular,12,may,2,364,1,failure,0,7.6
38,management,married,tertiary,0,4293,1,0,cellular,6,may,2,250,2,failure,0,1.53333333333333
34,management,single,tertiary,0,-322,0,0,unknown,9,may,1,-1,0,unknown,0,3.3
43,technician,married,tertiary,0,2643,0,0,cellular,12,aug,3,100,5,success,1,3.13333333333333
57,management,married,tertiary,0,1357,1,1,cellular,18,nov,2,-1,0,unknown,0,1.61666666666667
58,management,married,tertiary,0,230,1,0,telephone,30,jul,10,-1,0,unknown,0,5.65
51,management,divorced,tertiary,0,0,0,0,cellular,13,aug,2,-1,0,unknown,0,1
30,management,single,tertiary,0,2907,1,0,cellular,30,dec,2,218,1,failure,0,2.43333333333333
47,housemaid,married,primary,0,275,1,0,cellular,14,may,3,-1,0,unknown,0,4.35
52,management,divorced,tertiary,0,96,0,0,cellular,19,aug,1,-1,0,unknown,0,2.23333333333333
44,technician,divorced,secondary,0,1262,1,0,unknown,26,may,11,-1,0,unknown,1,13.1333333333333
23,blue-collar,married,primary,0,1158,1,0,cellular,16,apr,1,-1,0,unknown,0,12.3833333333333
28,technician,married,secondary,0,1086,1,0,cellular,20,apr,3,-1,0,unknown,1,18.5333333333333
30,management,married,tertiary,0,69,1,0,unknown,6,jul,1,-1,0,unknown,0,0.7
64,retired,married,secondary,0,4083,0,0,cellular,18,aug,1,-1,0,unknown,0,1.95
32,management,single,tertiary,0,2,1,0,cellular,11,sep,2,-1,0,unknown,1,1.66666666666667
42,blue-collar,married,primary,0,329,1,0,unknown,14,may,4,-1,0,unknown,0,0.366666666666667
42,entrepreneur,married,secondary,0,707,0,0,cellular,1,jun,1,348,1,success,0,3.88333333333333
44,unemployed,married,secondary,0,1543,0,0,cellular,19,nov,2,-1,0,unknown,0,6.05
36,blue-collar,single,secondary,0,111,1,0,cellular,6,may,3,-1,0,unknown,0,2.9
31,technician,married,secondary,0,1032,1,0,unknown,26,may,6,-1,0,unknown,0,1.16666666666667
42,management,divorced,tertiary,0,497,0,0,unknown,15,may,22,-1,0,unknown,0,1.4
30,technician,single,tertiary,0,635,0,0,cellular,13,aug,8,-1,0,unknown,1,14.1833333333333
36,technician,married,secondary,0,7957,0,0,cellular,31,jul,2,-1,0,unknown,0,4.8
34,admin.,divorced,secondary,0,67,1,0,unknown,6,may,1,-1,0,unknown,0,1.5
54,admin.,married,secondary,0,19213,0,0,cellular,12,aug,6,-1,0,unknown,0,1.66666666666667
28,technician,single,tertiary,0,0,1,0,cellular,12,aug,1,79,3,success,0,2.5
56,technician,divorced,secondary,0,0,0,0,cellular,26,aug,8,-1,0,unknown,0,7.85
61,admin.,married,unknown,0,4629,1,0,cellular,27,jan,1,92,1,success,1,3.01666666666667
41,management,divorced,tertiary,0,4567,1,1,cellular,16,jul,1,-1,0,unknown,0,1.76666666666667
31,management,single,tertiary,0,825,1,0,unknown,21,may,2,-1,0,unknown,1,8.43333333333333
44,unemployed,married,tertiary,0,17747,1,0,cellular,5,feb,7,-1,0,unknown,0,0.133333333333333
47,management,married,tertiary,0,2351,0,0,cellular,2,jun,2,84,1,success,1,2.71666666666667
57,services,married,secondary,0,530,1,0,telephone,15,may,7,360,7,failure,0,0.166666666666667
44,management,married,tertiary,0,2365,0,1,cellular,26,may,3,-1,0,unknown,0,2.65
24,management,single,tertiary,0,1506,0,0,cellular,12,jun,2,95,4,success,1,3.98333333333333
51,technician,married,tertiary,0,0,0,0,cellular,7,may,2,66,2,success,1,11.0333333333333
37,admin.,single,secondary,0,22,1,0,cellular,7,may,2,289,5,failure,0,0.466666666666667
44,housemaid,married,primary,0,71,1,0,cellular,11,jul,2,-1,0,unknown,0,4.18333333333333
40,technician,single,tertiary,0,1646,1,0,cellular,4,may,2,91,3,success,1,6.53333333333333
37,management,married,tertiary,0,8564,1,0,cellular,5,may,2,347,1,failure,0,3.51666666666667
42,admin.,divorced,secondary,0,527,0,1,cellular,22,oct,1,185,1,success,1,3.01666666666667
58,unemployed,married,secondary,0,68,0,0,cellular,26,may,2,-1,0,unknown,0,2.81666666666667
43,management,divorced,tertiary,0,481,1,0,cellular,3,jun,1,20,1,other,1,3.11666666666667
24,student,single,secondary,0,382,0,0,cellular,13,nov,2,92,3,failure,1,4.26666666666667
41,services,single,tertiary,0,285,1,1,unknown,29,may,1,-1,0,unknown,0,2.25
34,blue-collar,married,primary,0,-703,1,0,cellular,18,may,2,-1,0,unknown,0,2.66666666666667
82,retired,married,unknown,0,211,0,0,telephone,22,apr,3,-1,0,unknown,0,3.25
37,management,married,tertiary,0,0,1,0,cellular,6,may,2,169,3,failure,0,1.4
34,housemaid,married,secondary,0,0,1,0,unknown,30,oct,1,-1,0,unknown,1,2.56666666666667
43,management,divorced,secondary,0,51,0,0,cellular,2,feb,1,-1,0,unknown,1,7.16666666666667
26,blue-collar,married,secondary,0,246,1,0,unknown,16,may,3,-1,0,unknown,1,19.05
28,blue-collar,married,secondary,0,916,1,0,unknown,28,may,1,-1,0,unknown,0,3.43333333333333
32,blue-collar,married,primary,0,415,1,0,unknown,2,jun,4,-1,0,unknown,1,12.95
43,services,married,secondary,0,2145,0,0,cellular,25,aug,2,95,4,success,1,4.85
24,student,single,secondary,0,8165,0,0,cellular,15,sep,1,-1,0,unknown,1,3.6
43,technician,divorced,tertiary,0,123,0,0,unknown,14,may,2,-1,0,unknown,0,4.65
32,blue-collar,married,primary,0,274,1,0,unknown,9,may,3,-1,0,unknown,0,0.35
56,services,married,secondary,1,-8,0,0,cellular,6,aug,2,-1,0,unknown,0,2.65
37,technician,married,secondary,0,410,1,1,unknown,2,jun,6,-1,0,unknown,0,5.28333333333333
44,services,married,secondary,0,2439,1,0,cellular,30,jul,2,-1,0,unknown,0,2.21666666666667
27,management,single,tertiary,0,703,1,0,unknown,5,jun,3,-1,0,unknown,1,9.83333333333333
35,retired,married,primary,0,285,1,0,cellular,29,jan,1,-1,0,unknown,0,2.26666666666667
29,self-employed,single,tertiary,0,121,1,0,unknown,30,may,2,-1,0,unknown,1,25
24,student,single,secondary,0,125,0,0,cellular,9,nov,1,90,1,failure,1,4.38333333333333
36,services,married,secondary,0,370,1,1,cellular,18,jul,6,-1,0,unknown,0,12.1333333333333
31,housemaid,married,tertiary,0,0,0,0,unknown,28,aug,15,-1,0,unknown,0,0.2
29,blue-collar,married,primary,0,459,1,1,cellular,17,apr,3,318,1,failure,0,3.36666666666667
23,student,single,secondary,0,1029,1,0,cellular,18,may,1,-1,0,unknown,0,1.13333333333333
25,management,single,tertiary,0,2305,0,0,cellular,3,feb,1,-1,0,unknown,0,3.45
56,technician,single,secondary,0,1437,1,0,cellular,20,nov,8,-1,0,unknown,0,6.11666666666667
45,technician,married,secondary,0,2128,0,1,cellular,20,nov,3,-1,0,unknown,0,0.8
31,blue-collar,single,unknown,0,461,1,0,cellular,7,may,1,-1,0,unknown,0,7.7
53,blue-collar,married,secondary,0,148,1,0,cellular,7,may,1,359,1,failure,0,1.1
27,services,married,secondary,0,0,1,0,cellular,17,jul,5,-1,0,unknown,1,16.5166666666667
56,self-employed,married,secondary,0,445,0,0,cellular,7,aug,2,-1,0,unknown,0,0.983333333333333
38,technician,married,secondary,0,976,1,0,cellular,18,may,8,308,3,success,0,0.533333333333333
57,admin.,married,secondary,0,567,1,0,cellular,2,feb,2,265,3,other,0,1.45
44,blue-collar,married,primary,0,0,1,0,cellular,6,may,1,-1,0,unknown,0,0.283333333333333
31,self-employed,single,secondary,0,0,0,1,telephone,6,feb,6,-1,0,unknown,0,4.78333333333333
47,technician,divorced,secondary,0,5735,0,0,unknown,19,jun,4,-1,0,unknown,0,4.7
40,unemployed,married,secondary,0,1960,1,0,unknown,2,jun,6,-1,0,unknown,1,10.0833333333333
43,technician,divorced,secondary,0,365,1,0,unknown,4,jun,2,-1,0,unknown,0,6.76666666666667
60,blue-collar,married,secondary,0,272,0,0,cellular,2,feb,1,-1,0,unknown,0,7.01666666666667
32,management,married,tertiary,0,913,1,0,cellular,19,nov,3,-1,0,unknown,0,4.63333333333333
34,technician,single,secondary,0,347,1,0,cellular,6,feb,2,197,6,failure,0,2.56666666666667
25,student,married,tertiary,0,10,1,0,cellular,21,jul,4,-1,0,unknown,1,14.2833333333333
30,management,single,tertiary,0,502,0,0,cellular,11,oct,3,95,6,success,1,7.71666666666667
31,blue-collar,married,secondary,0,41,1,0,unknown,19,may,1,-1,0,unknown,0,4.41666666666667
39,blue-collar,married,secondary,0,298,1,0,unknown,20,may,1,-1,0,unknown,0,3.6
37,admin.,married,secondary,0,641,1,0,unknown,5,jun,1,-1,0,unknown,0,0.7
31,management,married,tertiary,0,13,0,0,cellular,28,aug,5,-1,0,unknown,0,1.83333333333333
43,housemaid,single,primary,0,800,1,0,cellular,13,may,1,-1,0,unknown,1,15.0333333333333
34,management,single,tertiary,0,0,1,0,unknown,23,may,1,-1,0,unknown,0,5.76666666666667
53,admin.,divorced,secondary,0,-394,1,0,unknown,15,may,2,-1,0,unknown,0,9.98333333333333
54,blue-collar,married,secondary,0,-102,1,0,cellular,27,aug,7,-1,0,unknown,0,2.73333333333333
51,blue-collar,married,primary,0,0,1,1,cellular,25,jul,3,-1,0,unknown,1,15.7666666666667
36,services,divorced,secondary,0,532,1,0,cellular,29,jan,1,241,1,failure,0,6.51666666666667
